Subject,Grade,Strand,SubStrand,ItemType,ItemText
English,Grade 8,Grammar in use,Verbs,KeyInquiryQuestion,How are transitive and intransitive verbs used?
English,Grade 8,Grammar in use,Adjectives,LearningOutcome,identify participle adjectives in sentences
English,Grade 8,Grammar in use,Adjectives,LearningOutcome,use participle adjectives in sentences
English,Grade 8,Grammar in use,Adjectives,LearningOutcome,appreciate using participle adjectives
English,Grade 8,Grammar in use,Adjectives,KeyInquiryQuestion,How are participle adjectives used in sentences?
English,Grade 8,Grammar in use,Conjunctions,LearningOutcome,identify correlating conjunctions in sentences
English,Grade 8,Grammar in use,Conjunctions,LearningOutcome,use correlating conjunctions in sentences
English,Grade 8,Grammar in use,Conjunctions,LearningOutcome,appreciate using correlating conjunctions
English,Grade 8,Grammar in use,Conjunctions,KeyInquiryQuestion,How are correlating conjunctions used in sentences?
English,Grade 8,Writing,Functional Writing,LearningOutcome,write an email
English,Grade 8,Writing,Functional Writing,LearningOutcome,use the correct format of an email
English,Grade 8,Writing,Functional Writing,LearningOutcome,use appropriate language in an email
English,Grade 8,Writing,Functional Writing,LearningOutcome,appreciate using emails for communication
English,Grade 8,Writing,Functional Writing,KeyInquiryQuestion,How does one write an email?
English,Grade 8,Writing,Composition Writing,LearningOutcome,write an argumentative composition
English,Grade 8,Writing,Composition Writing,LearningOutcome,use varied vocabulary and sentence structures
English,Grade 8,Writing,Composition Writing,LearningOutcome,organise an argumentative composition logically
English,Grade 8,Writing,Composition Writing,LearningOutcome,appreciate writing argumentative compositions
English,Grade 8,Writing,Composition Writing,KeyInquiryQuestion,How does one write an argumentative composition?
Integrated Science,Grade 8,"Mixtures, Elements and Compounds","Acids, Bases and Indicators",LearningOutcome,"define acids, bases and indicators"
Integrated Science,Grade 8,"Mixtures, Elements and Compounds","Acids, Bases and Indicators",LearningOutcome,prepare an acid-base indicator from plant extracts
Integrated Science,Grade 8,"Mixtures, Elements and Compounds","Acids, Bases and Indicators",LearningOutcome,"test substances to determine whether they are acidic, basic or neutral"
Integrated Science,Grade 8,"Mixtures, Elements and Compounds","Acids, Bases and Indicators",LearningOutcome,state the properties of acids and bases
Integrated Science,Grade 8,"Mixtures, Elements and Compounds","Acids, Bases and Indicators",LearningOutcome,"appreciate the importance of acids, bases and indicators"
Integrated Science,Grade 8,"Mixtures, Elements and Compounds","Acids, Bases and Indicators",KeyInquiryQuestion,How can one determine if a substance is an acid or a base?
Integrated Science,Grade 8,"Mixtures, Elements and Compounds",Metals and Non-metals,LearningOutcome,describe the properties of metals and non-metals
Integrated Science,Grade 8,"Mixtures, Elements and Compounds",Metals and Non-metals,LearningOutcome,test for properties of metals and non-metals
Integrated Science,Grade 8,"Mixtures, Elements and Compounds",Metals and Non-metals,LearningOutcome,classify substances as metals or non-metals
Integrated Science,Grade 8,"Mixtures, Elements and Compounds",Metals and Non-metals,LearningOutcome,appreciate the uses of metals and non-metals
Integrated Science,Grade 8,"Mixtures, Elements and Compounds",Metals and Non-metals,KeyInquiryQuestion,How can substances be classified as metals or non-metals?
Integrated Science,Grade 8,Living Things and their Environment,Food and Nutrition,LearningOutcome,define balanced diet and malnutrition
Integrated Science,Grade 8,Living Things and their Environment,Food and Nutrition,LearningOutcome,identify nutritional deficiency diseases
Integrated Science,Grade 8,Living Things and their Environment,Food and Nutrition,LearningOutcome,relate nutritional deficiency diseases to lack of specific food nutrients
Integrated Science,Grade 8,Living Things and their Environment,Food and Nutrition,LearningOutcome,make healthy food choices
Integrated Science,Grade 8,Living Things and their Environment,Food and Nutrition,LearningOutcome,appreciate the importance of a balanced diet
Integrated Science,Grade 8,Living Things and their Environment,Food and Nutrition,KeyInquiryQuestion,What is the importance of a balanced diet?
Integrated Science,Grade 8,Living Things and their Environment,Human Body Systems,LearningOutcome,identify the main parts of the digestive and respiratory systems
Integrated Science,Grade 8,Living Things and their Environment,Human Body Systems,LearningOutcome,describe the functions of the main parts of the digestive and respiratory systems
Integrated Science,Grade 8,Living Things and their Environment,Human Body Systems,LearningOutcome,make a model of the breathing system
Integrated Science,Grade 8,Living Things and their Environment,Human Body Systems,LearningOutcome,discuss common disorders of digestive and respiratory systems
Integrated Science,Grade 8,Living Things and their Environment,Human Body Systems,LearningOutcome,appreciate the functioning of the digestive and respiratory systems
Integrated Science,Grade 8,Living Things and their Environment,Human Body Systems,KeyInquiryQuestion,How are the digestive and respiratory systems adapted to their functions?
Integrated Science,Grade 8,Living Things and their Environment,Ecological Interactions,LearningOutcome,"explain the terms population, community and ecosystem"
Integrated Science,Grade 8,Living Things and their Environment,Ecological Interactions,LearningOutcome,describe the feeding relationships in an ecosystem
Integrated Science,Grade 8,Living Things and their Environment,Ecological Interactions,LearningOutcome,explain how human activities affect ecological balance
Integrated Science,Grade 8,Living Things and their Environment,Ecological Interactions,LearningOutcome,propose measures to mitigate the effects of human activities on the environment
Integrated Science,Grade 8,Living Things and their Environment,Ecological Interactions,LearningOutcome,appreciate the harmonious co-existence in an ecosystem
Integrated Science,Grade 8,Living Things and their Environment,Ecological Interactions,KeyInquiryQuestion,How do living things depend on each other for survival?
Integrated Science,Grade 8,Force and Energy,Simple Machines,LearningOutcome,identify different types of simple machines
Integrated Science,Grade 8,Force and Energy,Simple Machines,LearningOutcome,describe how different simple machines make work easier
Integrated Science,Grade 8,Force and Energy,Simple Machines,LearningOutcome,"calculate mechanical advantage, velocity ratio and efficiency of simple machines"
Integrated Science,Grade 8,Force and Energy,Simple Machines,LearningOutcome,use simple machines safely and correctly
Integrated Science,Grade 8,Force and Energy,Simple Machines,LearningOutcome,appreciate the role of simple machines in making work easier
Integrated Science,Grade 8,Force and Energy,Simple Machines,KeyInquiryQuestion,How do simple machines make work easier?
Integrated Science,Grade 8,Force and Energy,Static Electricity,LearningOutcome,produce static electricity by friction
Integrated Science,Grade 8,Force and Energy,Static Electricity,LearningOutcome,detect charge on a body using a simple electroscope
Integrated Science,Grade 8,Force and Energy,Static Electricity,LearningOutcome,describe the dangers and applications of static electricity
Integrated Science,Grade 8,Force and Energy,Static Electricity,LearningOutcome,apply safety measures when dealing with static electricity
Integrated Science,Grade 8,Force and Energy,Static Electricity,LearningOutcome,appreciate the application of static electricity
Integrated Science,Grade 8,Force and Energy,Static Electricity,KeyInquiryQuestion,How is static electricity produced?
Integrated Science,Grade 8,Force and Energy,Light,LearningOutcome,describe the propagation of light
Integrated Science,Grade 8,Force and Energy,Light,LearningOutcome,describe the formation of shadows and eclipses
Integrated Science,Grade 8,Force and Energy,Light,LearningOutcome,investigate reflection of light by different surfaces
Integrated Science,Grade 8,Force and Energy,Light,LearningOutcome,make a simple pinhole camera
Integrated Science,Grade 8,Force and Energy,Light,LearningOutcome,appreciate the application of reflection of light
Integrated Science,Grade 8,Force and Energy,Light,KeyInquiryQuestion,How does light travel?
Integrated Science,Grade 8,Earth and Space,Weather and Climate,LearningOutcome,explain the meaning of weather and climate
Integrated Science,Grade 8,Earth and Space,Weather and Climate,LearningOutcome,describe how different weather instruments work
Integrated Science,Grade 8,Earth and Space,Weather and Climate,LearningOutcome,measure and record elements of weather
Integrated Science,Grade 8,Earth and Space,Weather and Climate,LearningOutcome,interpret data on weather conditions
Integrated Science,Grade 8,Earth and Space,Weather and Climate,LearningOutcome,appreciate the importance of weather forecasting
Integrated Science,Grade 8,Earth and Space,Weather and Climate,KeyInquiryQuestion,What is the importance of measuring elements of weather?
Integrated Science,Grade 8,Earth and Space,The Universe,LearningOutcome,"define the terms star, galaxy and universe"
Integrated Science,Grade 8,Earth and Space,The Universe,LearningOutcome,explain the theories on the origin of the universe
Integrated Science,Grade 8,Earth and Space,The Universe,LearningOutcome,discuss the composition of the universe
Integrated Science,Grade 8,Earth and Space,The Universe,LearningOutcome,appreciate the vastness of the universe
Integrated Science,Grade 8,Earth and Space,The Universe,KeyInquiryQuestion,What is the origin of the universe?
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Hotuba,LearningOutcome,kueleza maana ya hotuba
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Hotuba,LearningOutcome,kutambua muundo wa hotuba
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Hotuba,LearningOutcome,kutoa hotuba kuhusu mada fulani
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Hotuba,LearningOutcome,kufurahia kutoa hotuba
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Hotuba,KeyInquiryQuestion,Ni nini huzingatiwa katika utoaji wa hotuba?
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Mawaidha,LearningOutcome,kueleza maana ya mawaidha
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Mawaidha,LearningOutcome,kubainisha mambo muhimu katika mawaidha
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Mawaidha,LearningOutcome,kutoa mawaidha kuhusu jambo fulani
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Mawaidha,LearningOutcome,kufurahia kutoa mawaidha
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Mawaidha,KeyInquiryQuestion,Hutoaje mawaidha kwa lugha ya adabu?
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Matamshi,LearningOutcome,kutamka maneno yenye konsonanti nazali kwa usahihi
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Matamshi,LearningOutcome,kubainisha konsonanti nazali katika maneno
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Matamshi,LearningOutcome,kutumia maneno yenye konsonanti nazali katika sentensi
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Matamshi,LearningOutcome,kufurahia kutamka maneno yenye konsonanti nazali
Kiswahili,Grade 8,KUSIKILIZA NA KUZUNGUMZA,Matamshi,KeyInquiryQuestion,Ni mbinu zipi za kuboresha matamshi?
Kiswahili,Grade 8,KUSOMA,Ufahamu,LearningOutcome,kusoma kwa kina ili kupata taarifa muhimu
Kiswahili,Grade 8,KUSOMA,Ufahamu,LearningOutcome,kujibu maswali ya kina kutokana na kifungu
Kiswahili,Grade 8,KUSOMA,Ufahamu,LearningOutcome,kufupisha taarifa kutoka kwa kifungu
Kiswahili,Grade 8,KUSOMA,Ufahamu,LearningOutcome,kufurahia kusoma kwa kina
Kiswahili,Grade 8,KUSOMA,Ufahamu,KeyInquiryQuestion,Ni mbinu zipi hutumika katika ufupishaji wa matini?
Kiswahili,Grade 8,KUSOMA,Fasihi simulizi,LearningOutcome,kueleza maana ya fasihi simulizi
Kiswahili,Grade 8,KUSOMA,Fasihi simulizi,LearningOutcome,kubainisha vipera vya fasihi simulizi
Kiswahili,Grade 8,KUSOMA,Fasihi simulizi,LearningOutcome,kuchambua kipengele kimoja cha fasihi simulizi
Kiswahili,Grade 8,KUSOMA,Fasihi simulizi,LearningOutcome,kufurahia vipengele vya fasihi simulizi
Kiswahili,Grade 8,KUSOMA,Fasihi simulizi,KeyInquiryQuestion,Fasihi simulizi ina umuhimu gani katika jamii?
Kiswahili,Grade 8,KUSOMA,Ushairi,LearningOutcome,kueleza maana ya shairi
Kiswahili,Grade 8,KUSOMA,Ushairi,LearningOutcome,kukiriri shairi kwa kuzingatia vipengele vya kisanaa
Kiswahili,Grade 8,KUSOMA,Ushairi,LearningOutcome,kuchambua maudhui katika shairi
Kiswahili,Grade 8,KUSOMA,Ushairi,LearningOutcome,kufurahia kukiriri mashairi
Kiswahili,Grade 8,KUSOMA,Ushairi,KeyInquiryQuestion,Maudhui katika shairi huchambuliwaje?
Kiswahili,Grade 8,SARUFI,Kauli za vitenzi,LearningOutcome,kueleza dhana ya kauli za vitenzi
Kiswahili,Grade 8,SARUFI,Kauli za vitenzi,LearningOutcome,kubainisha kauli mbalimbali za vitenzi
Kiswahili,Grade 8,SARUFI,Kauli za vitenzi,LearningOutcome,kunyambua vitenzi katika kauli mbalimbali
Kiswahili,Grade 8,SARUFI,Kauli za vitenzi,LearningOutcome,kufurahia unyambuaji wa vitenzi
Kiswahili,Grade 8,SARUFI,Kauli za vitenzi,KeyInquiryQuestion,Vitenzi hunyambuliwaje katika kauli mbalimbali?
Kiswahili,Grade 8,SARUFI,Vihusishi,LearningOutcome,kueleza dhana ya vihusishi
Kiswahili,Grade 8,SARUFI,Vihusishi,LearningOutcome,kubainisha aina za vihusishi
Kiswahili,Grade 8,SARUFI,Vihusishi,LearningOutcome,kutumia vihusishi katika sentensi
Kiswahili,Grade 8,SARUFI,Vihusishi,LearningOutcome,kufurahia matumizi ya vihusishi katika mawasiliano
Kiswahili,Grade 8,SARUFI,Vihusishi,KeyInquiryQuestion,Vihusishi hutumikaje katika sentensi?
Kiswahili,Grade 8,SARUFI,Lugha ya picha,LearningOutcome,kueleza maana ya lugha ya picha
Kiswahili,Grade 8,SARUFI,Lugha ya picha,LearningOutcome,kubainisha tamathali za semi katika matini
Kiswahili,Grade 8,SARUFI,Lugha ya picha,LearningOutcome,kutumia tamathali za semi katika sentensi
Kiswahili,Grade 8,SARUFI,Lugha ya picha,LearningOutcome,kufurahia matumizi ya lugha ya picha
Kiswahili,Grade 8,SARUFI,Lugha ya picha,KeyInquiryQuestion,Ni yapi matumizi ya lugha ya picha?
Kiswahili,Grade 8,KUANDIKA,Insha,LearningOutcome,kuandika insha ya hoja
Kiswahili,Grade 8,KUANDIKA,Insha,LearningOutcome,kuzingatia muundo wa insha ya hoja
Kiswahili,Grade 8,KUANDIKA,Insha,LearningOutcome,kutumia msamiati mwafaka katika uandishi wa insha
Kiswahili,Grade 8,KUANDIKA,Insha,LearningOutcome,kufurahia kuandika insha za hoja
Kiswahili,Grade 8,KUANDIKA,Insha,KeyInquiryQuestion,Hujengaje hoja katika insha?
Kiswahili,Grade 8,KUANDIKA,Barua pepe,LearningOutcome,kuandika barua pepe
Kiswahili,Grade 8,KUANDIKA,Barua pepe,LearningOutcome,kuzingatia muundo wa barua pepe
Kiswahili,Grade 8,KUANDIKA,Barua pepe,LearningOutcome,kutumia lugha ya adabu katika barua pepe
Kiswahili,Grade 8,KUANDIKA,Barua pepe,LearningOutcome,kufurahia kuwasiliana kwa kutumia barua pepe
Kiswahili,Grade 8,KUANDIKA,Barua pepe,KeyInquiryQuestion,Huzingatia nini unapoandika barua pepe?
Mandarin,Grade 8,Theme 1: Social Environment,Personal Information,LearningOutcome,talk about their nationality and age
Mandarin,Grade 8,Theme 1: Social Environment,Personal Information,LearningOutcome,ask for others' nationality and age
Mandarin,Grade 8,Theme 1: Social Environment,Personal Information,LearningOutcome,use appropriate language to talk about nationality and age
Mandarin,Grade 8,Theme 1: Social Environment,Personal Information,LearningOutcome,enjoy talking about their nationality and age
Mandarin,Grade 8,Theme 1: Social Environment,Personal Information,KeyInquiryQuestion,How do we talk about nationality and age?
Mandarin,Grade 8,Theme 1: Social Environment,School Life,LearningOutcome,name different subjects offered in school
Mandarin,Grade 8,Theme 1: Social Environment,School Life,LearningOutcome,talk about their favorite subjects
Mandarin,Grade 8,Theme 1: Social Environment,School Life,LearningOutcome,use relevant vocabulary to talk about school subjects
Mandarin,Grade 8,Theme 1: Social Environment,School Life,LearningOutcome,appreciate the subjects they learn in school
Mandarin,Grade 8,Theme 1: Social Environment,School Life,KeyInquiryQuestion,How do we talk about school subjects?
Mandarin,Grade 8,Theme 2: Economic Environment,Shopping,LearningOutcome,name different types of clothes
Mandarin,Grade 8,Theme 2: Economic Environment,Shopping,LearningOutcome,buy clothes at the shop
Mandarin,Grade 8,Theme 2: Economic Environment,Shopping,LearningOutcome,use appropriate language for shopping for clothes
Mandarin,Grade 8,Theme 2: Economic Environment,Shopping,LearningOutcome,enjoy buying clothes
Mandarin,Grade 8,Theme 2: Economic Environment,Shopping,KeyInquiryQuestion,How do we buy clothes?
Mandarin,Grade 8,Theme 2: Economic Environment,Transport,LearningOutcome,give directions to a place
Mandarin,Grade 8,Theme 2: Economic Environment,Transport,LearningOutcome,ask for directions to a place
Mandarin,Grade 8,Theme 2: Economic Environment,Transport,LearningOutcome,use appropriate language for giving and asking for directions
Mandarin,Grade 8,Theme 2: Economic Environment,Transport,LearningOutcome,appreciate the importance of giving correct directions
Mandarin,Grade 8,Theme 2: Economic Environment,Transport,KeyInquiryQuestion,How do we give and ask for directions?
Mandarin,Grade 8,Theme 3: Health and Hygiene,Parts of the body,LearningOutcome,name different parts of the body
Mandarin,Grade 8,Theme 3: Health and Hygiene,Parts of the body,LearningOutcome,describe the functions of different parts of the body
Mandarin,Grade 8,Theme 3: Health and Hygiene,Parts of the body,LearningOutcome,use relevant vocabulary to talk about parts of the body
Mandarin,Grade 8,Theme 3: Health and Hygiene,Parts of the body,LearningOutcome,appreciate their bodies
Mandarin,Grade 8,Theme 3: Health and Hygiene,Parts of the Body,KeyInquiryQuestion,How do we talk about parts of the body?
Mandarin,Grade 8,Theme 3: Health and Hygiene,Seeing a doctor,LearningOutcome,talk about their health condition
Mandarin,Grade 8,Theme 3: Health and Hygiene,Seeing a doctor,LearningOutcome,follow a doctor's advice
Mandarin,Grade 8,Theme 3: Health and Hygiene,Seeing a doctor,LearningOutcome,use appropriate language when seeing a doctor
Mandarin,Grade 8,Theme 3: Health and Hygiene,Seeing a doctor,LearningOutcome,appreciate the importance of seeing a doctor when sick
Mandarin,Grade 8,Theme 3: Health and Hygiene,Seeing a doctor,KeyInquiryQuestion,How do we talk to a doctor?
Mandarin,Grade 8,Theme 4: The Physical Environment,The weather and seasons,LearningOutcome,talk about different weather conditions
Mandarin,Grade 8,Theme 4: The Physical Environment,The weather and seasons,LearningOutcome,name the four seasons
Mandarin,Grade 8,Theme 4: The Physical Environment,The weather and seasons,LearningOutcome,use appropriate vocabulary for the weather and seasons
Mandarin,Grade 8,Theme 4: The Physical Environment,The weather and seasons,LearningOutcome,appreciate different weather conditions and seasons
Mandarin,Grade 8,Theme 4: The Physical Environment,The weather and seasons,KeyInquiryQuestion,How do we talk about the weather and seasons?
Mandarin,Grade 8,Theme 4: The Physical Environment,Hobbies,LearningOutcome,talk about their hobbies
Mandarin,Grade 8,Theme 4: The Physical Environment,Hobbies,LearningOutcome,ask about others' hobbies
Mandarin,Grade 8,Theme 4: The Physical Environment,Hobbies,LearningOutcome,use appropriate vocabulary to talk about hobbies
Mandarin,Grade 8,Theme 4: The Physical Environment,Hobbies,LearningOutcome,appreciate different hobbies
Mandarin,Grade 8,Theme 4: The Physical Environment,Hobbies,KeyInquiryQuestion,How do we talk about hobbies?
Mandarin,Grade 8,Theme 5: Reading,Comprehension,LearningOutcome,read a given text with correct pronunciation and intonation
Mandarin,Grade 8,Theme 5: Reading,Comprehension,LearningOutcome,answer questions based on the text
Mandarin,Grade 8,Theme 5: Reading,Comprehension,LearningOutcome,use vocabulary from the text in sentences
Mandarin,Grade 8,Theme 5: Reading,Comprehension,LearningOutcome,appreciate reading stories in Mandarin
Mandarin,Grade 8,Theme 5: Reading,Comprehension,KeyInquiryQuestion,How does one read for meaning?
Mandarin,Grade 8,Theme 6: Grammar,Adjectives,LearningOutcome,identify adjectives in sentences
Mandarin,Grade 8,Theme 6: Grammar,Adjectives,LearningOutcome,use adjectives in sentences
Mandarin,Grade 8,Theme 6: Grammar,Adjectives,LearningOutcome,appreciate using adjectives in sentences
Mandarin,Grade 8,Theme 6: Grammar,Adjectives,KeyInquiryQuestion,How are adjectives used in sentences?
Mandarin,Grade 8,Theme 6: Grammar,Adverbs,LearningOutcome,identify adverbs in sentences
Mandarin,Grade 8,Theme 6: Grammar,Adverbs,LearningOutcome,use adverbs in sentences
Mandarin,Grade 8,Theme 6: Grammar,Adverbs,LearningOutcome,appreciate using adverbs in sentences
Mandarin,Grade 8,Theme 6: Grammar,Adverbs,KeyInquiryQuestion,How are adverbs used in sentences?
Mandarin,Grade 8,Theme 7: Writing,Composition,LearningOutcome,write a short composition about their family
Mandarin,Grade 8,Theme 7: Writing,Composition,LearningOutcome,use correct spelling and punctuation
Mandarin,Grade 8,Theme 7: Writing,Composition,LearningOutcome,use appropriate vocabulary and sentence structure
Mandarin,Grade 8,Theme 7: Writing,Composition,LearningOutcome,appreciate writing about their families
Mandarin,Grade 8,Theme 7: Writing,Composition,KeyInquiryQuestion,How do we write about our families?
Mathematics,Grade 8,Numbers,Integers,LearningOutcome,perform combined operations on integers in different situations
Mathematics,Grade 8,Numbers,Integers,LearningOutcome,apply knowledge of integers to real life situations
Mathematics,Grade 8,Numbers,Integers,LearningOutcome,appreciate the use of integers in real life situations
Mathematics,Grade 8,Numbers,Integers,KeyInquiryQuestion,How are integers used in day to day situations?
Mathematics,Grade 8,Numbers,Fractions,LearningOutcome,work out combined operations on fractions in different situations
Mathematics,Grade 8,Numbers,Fractions,LearningOutcome,apply fractions to real life situations
Mathematics,Grade 8,Numbers,Fractions,LearningOutcome,appreciate the use of fractions in real life situations
Mathematics,Grade 8,Numbers,Fractions,KeyInquiryQuestion,How are fractions applied in real life situations?
Mathematics,Grade 8,Numbers,Decimals,LearningOutcome,convert fractions to decimals and vice versa
Mathematics,Grade 8,Numbers,Decimals,LearningOutcome,classify decimals as recurring and terminating in different situations
Mathematics,Grade 8,Numbers,Decimals,LearningOutcome,appreciate the use of decimals in real life situations
Mathematics,Grade 8,Numbers,Decimals,KeyInquiryQuestion,How are decimals used in real life situations?
Mathematics,Grade 8,Numbers,Squares and square roots of numbers,LearningOutcome,find squares of numbers from tables
Mathematics,Grade 8,Numbers,Squares and square roots of numbers,LearningOutcome,find square roots of numbers from tables
Mathematics,Grade 8,Numbers,Squares and square roots of numbers,LearningOutcome,appreciate use of squares and square roots in real life situations
Mathematics,Grade 8,Numbers,Squares and square roots of numbers,KeyInquiryQuestion,How can we use tables to find squares and square roots of numbers?
Mathematics,Grade 8,Numbers,Cubes and Cube roots,LearningOutcome,find the cubes of numbers by multiplication
Mathematics,Grade 8,Numbers,Cubes and Cube roots,LearningOutcome,find cube roots of numbers by factor method
Mathematics,Grade 8,Numbers,Cubes and Cube roots,LearningOutcome,find cubes and cube roots of numbers using calculators
Mathematics,Grade 8,Numbers,Cubes and Cube roots,LearningOutcome,appreciate the use of cubes and cube roots in real life situations
Mathematics,Grade 8,Numbers,Cubes and Cube roots,KeyInquiryQuestion,How can cubes and cube roots be used in real life situations?
Mathematics,Grade 8,Algebra,Algebraic Expressions,LearningOutcome,factorise an algebraic expression by grouping in different situations
Mathematics,Grade 8,Algebra,Algebraic Expressions,LearningOutcome,simplify algebraic fractions in different situations
Mathematics,Grade 8,Algebra,Algebraic Expressions,LearningOutcome,appreciate the use of algebraic expressions in real life situations
Mathematics,Grade 8,Algebra,Algebraic Expressions,KeyInquiryQuestion,How can factorization of algebraic expressions be used in real life situations?
Mathematics,Grade 8,Algebra,Linear equations,LearningOutcome,solve linear equations involving fractions and brackets in different situations
Mathematics,Grade 8,Algebra,Linear equations,LearningOutcome,form and solve linear equations from real life situations
Mathematics,Grade 8,Algebra,Linear equations,LearningOutcome,appreciate the use of linear equations in real life situations
Mathematics,Grade 8,Algebra,Linear equations,KeyInquiryQuestion,How can linear equations be applied in real life situations?
Mathematics,Grade 8,Algebra,Linear inequalities,LearningOutcome,solve linear inequalities in one unknown in different situations
Mathematics,Grade 8,Algebra,Linear inequalities,LearningOutcome,represent solutions for linear inequalities on a number line
Mathematics,Grade 8,Algebra,Linear inequalities,LearningOutcome,form and solve linear inequalities from real life situations
Mathematics,Grade 8,Algebra,Linear inequalities,LearningOutcome,appreciate the use of inequalities in real life situations
Mathematics,Grade 8,Algebra,Linear inequalities,KeyInquiryQuestion,How can linear inequalities be applied in real life situations?
Mathematics,Grade 8,Algebra,Relations and graphs,LearningOutcome,state the relation for a given set of ordered pairs in different situations
Mathematics,Grade 8,Algebra,Relations and graphs,LearningOutcome,determine the coordinates of points on a cartesian plane
Mathematics,Grade 8,Algebra,Relations and graphs,LearningOutcome,plot a graph of a given linear relation
Mathematics,Grade 8,Algebra,Relations and graphs,LearningOutcome,appreciate the use of graphs in representing information
Mathematics,Grade 8,Algebra,Relations and graphs,KeyInquiryQuestion,How are graphs used in representing information?
Mathematics,Grade 8,Measurement,Length,LearningOutcome,find the perimeter of combined shapes in different situations
Mathematics,Grade 8,Measurement,Length,LearningOutcome,solve for the radius/diameter of a circle given circumference and vice versa
Mathematics,Grade 8,Measurement,Length,LearningOutcome,appreciate use of length in different situations
Mathematics,Grade 8,Measurement,Length,KeyInquiryQuestion,How can the knowledge of perimeter be applied in real life?
Mathematics,Grade 8,Measurement,Area,LearningOutcome,work out the surface area of cubes and cuboids in different situations
Mathematics,Grade 8,Measurement,Area,LearningOutcome,work out the surface area of a cylinder
Mathematics,Grade 8,Measurement,Area,LearningOutcome,appreciate the use of surface area in real life situations
Mathematics,Grade 8,Measurement,Area,KeyInquiryQuestion,How is surface area applied in real life situations?
Mathematics,Grade 8,Measurement,Volume and Capacity,LearningOutcome,relate the units of volume and capacity
Mathematics,Grade 8,Measurement,Volume and Capacity,LearningOutcome,solve for volume and capacity in real life situations
Mathematics,Grade 8,Measurement,Volume and Capacity,LearningOutcome,appreciate the use of volume and capacity in real life situations
Mathematics,Grade 8,Measurement,Volume and Capacity,KeyInquiryQuestion,How are volume and capacity applied in real life situations?
Mathematics,Grade 8,Measurement,"Time,  distance and speed",LearningOutcome,"work out problems involving time, distance and speed in real life situations"
Mathematics,Grade 8,Measurement,"Time,  distance and speed",LearningOutcome,work out problems involving relative speed
Mathematics,Grade 8,Measurement,"Time,  distance and speed",LearningOutcome,"appreciate the use of time, distance and speed in real life"
Mathematics,Grade 8,Measurement,"Time,  distance and speed",KeyInquiryQuestion,How can knowledge of relative speed be applied in real life situations?
Mathematics,Grade 8,Measurement,Money,LearningOutcome,work out problems involving simple interest in real life situations
Mathematics,Grade 8,Measurement,Money,LearningOutcome,prepare a simple budget for personal use
Mathematics,Grade 8,Measurement,Money,LearningOutcome,appreciate the use of money in real life situations
Mathematics,Grade 8,Measurement,Money,KeyInquiryQuestion,Why is it important to budget?
Mathematics,Grade 8,Geometry,Scale drawing,LearningOutcome,interpret a scale
Mathematics,Grade 8,Geometry,Scale drawing,LearningOutcome,choose and use a suitable scale for a given situation
Mathematics,Grade 8,Geometry,Scale drawing,LearningOutcome,make scale drawings of simple objects
Mathematics,Grade 8,Geometry,Scale drawing,LearningOutcome,appreciate the use of scale drawing in real life
Mathematics,Grade 8,Geometry,Scale drawing,KeyInquiryQuestion,How are scale drawings used in real life?
Mathematics,Grade 8,Geometry,Geometrical constructions,LearningOutcome,construct perpendicular and parallel lines using a ruler and a pair of compasses only
Mathematics,Grade 8,Geometry,Geometrical constructions,LearningOutcome,construct polygons using a ruler and a pair of compasses only
Mathematics,Grade 8,Geometry,Geometrical constructions,LearningOutcome,inscribe and circumscribe a circle of a given triangle and a regular polygon
Mathematics,Grade 8,Geometry,Geometrical constructions,LearningOutcome,appreciate the use of geometrical constructions in real life
Mathematics,Grade 8,Geometry,Geometrical constructions,KeyInquiryQuestion,How can geometrical constructions be applied in real life?
Mathematics,Grade 8,Data handling and probability,Data handling,LearningOutcome,"calculate the mean, mode and median of ungrouped data in different situations"
Mathematics,Grade 8,Data handling and probability,Data handling,LearningOutcome,represent data on a pie chart
Mathematics,Grade 8,Data handling and probability,Data handling,LearningOutcome,use data to solve problems in real life situations
Mathematics,Grade 8,Data handling and probability,Data handling,LearningOutcome,appreciate the use of data in real life situations
Mathematics,Grade 8,Data handling and probability,Data handling,KeyInquiryQuestion,How is data used in making decisions?
Mathematics,Grade 8,Data handling and probability,Probability,LearningOutcome,define probability
Mathematics,Grade 8,Data handling and probability,Probability,LearningOutcome,determine probability from experiments and real life situations
